"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","prtvfde2","lrscale","gincdif","freehms","euftf","impcntr","imueclt","wrclmch"
"ESS10SCe03",10,"3.0","30.06.2023",10199,"DE",1.0046023,1.109711,0.82151556,0.9116449,0.00033510322,427,6100,2,0,2,1,7,2,4,4
"ESS10SCe03",10,"3.0","30.06.2023",10201,"DE",1.0046023,0.58356625,0.82151556,0.47940874,0.00033510322,348,5942,1,5,2,2,9,1,8,4
"ESS10SCe03",10,"3.0","30.06.2023",10203,"DE",1.0046023,0.940281,0.82151556,0.77245545,0.00033510322,413,6072,1,7,3,2,5,3,4,5
"ESS10SCe03",10,"3.0","30.06.2023",10219,"DE",1.0046023,0.87749135,0.82151556,0.72087276,0.00033510322,365,5977,2,2,3,2,7,2,5,4
"ESS10SCe03",10,"3.0","30.06.2023",10220,"DE",1.0046023,1.0262389,0.82151556,0.8430712,0.00033510322,372,5990,1,5,2,2,7,2,1,5
"ESS10SCe03",10,"3.0","30.06.2023",10228,"DE",1.0046023,1.0233461,0.82151556,0.8406947,0.00033510322,430,6106,4,5,9,2,8,2,5,4
"ESS10SCe03",10,"3.0","30.06.2023",10230,"DE",1.0046023,1.096538,0.82151556,0.90082294,0.00033510322,373,5992,3,1,3,2,4,2,6,3
"ESS10SCe03",10,"3.0","30.06.2023",10231,"DE",1.0046023,0.9107089,0.82151556,0.7481615,0.00033510322,434,6114,2,4,2,2,7,2,7,4
"ESS10SCe03",10,"3.0","30.06.2023",10233,"DE",1.0046023,1.0996724,0.82151556,0.903398,0.00033510322,404,6052,66,4,3,5,0,3,8,3
"ESS10SCe03",10,"3.0","30.06.2023",10242,"DE",1.0130444,1.0191983,0.82151556,0.83728725,0.0003323107,396,6037,3,5,1,1,7,2,7,4
"ESS10SCe03",10,"3.0","30.06.2023",10248,"DE",1.0046023,0.6025139,0.82151556,0.49497455,0.00033510322,398,6043,2,5,2,2,5,2,2,3
"ESS10SCe03",10,"3.0","30.06.2023",10254,"DE",1.0046023,0.6876404,0.82151556,0.5649073,0.00033510322,361,5967,4,4,3,1,10,2,5,3
"ESS10SCe03",10,"3.0","30.06.2023",10257,"DE",1.0046023,0.80071706,0.82151556,0.6578015,0.00033510322,388,6022,2,0,1,1,5,2,10,5
"ESS10SCe03",10,"3.0","30.06.2023",10258,"DE",1.0046023,0.6338157,0.82151556,0.5206894,0.00033510322,347,6108,3,2,1,1,8,1,7,5
"ESS10SCe03",10,"3.0","30.06.2023",10264,"DE",1.0046023,0.58356625,0.82151556,0.47940874,0.00033510322,433,6112,5,99,2,2,2,9,99,4
"ESS10SCe03",10,"3.0","30.06.2023",10265,"DE",1.0046023,0.80880386,0.82151556,0.6644449,0.00033510322,347,6108,66,5,2,2,99,2,7,4
"ESS10SCe03",10,"3.0","30.06.2023",10269,"DE",1.0046023,0.6464578,0.82151556,0.5310751,0.00033510322,355,5956,4,5,2,1,7,2,7,4
"ESS10SCe03",10,"3.0","30.06.2023",10272,"DE",1.0046023,2.2469273,0.82151556,1.8458856,0.00033510322,422,6090,66,5,4,4,5,3,2,4
"ESS10SCe03",10,"3.0","30.06.2023",10275,"DE",0.57532686,0.5877183,0.82151556,0.48281974,0.00058513787,366,5978,7,5,3,2,3,3,2,3
"ESS10SCe03",10,"3.0","30.06.2023",10284,"DE",1.0046023,1.2519556,0.82151556,1.028501,0.00033510322,375,5997,99,7,5,1,9,3,8,2
"ESS10SCe03",10,"3.0","30.06.2023",10288,"DE",1.0046023,2.119684,0.82151556,1.7413534,0.00033510322,365,5976,66,7,5,2,4,2,5,1
"ESS10SCe03",10,"3.0","30.06.2023",10290,"DE",1.0046023,0.6228782,0.82151556,0.5117041,0.00033510322,367,5981,2,1,1,1,10,2,8,4
"ESS10SCe03",10,"3.0","30.06.2023",10294,"DE",1.0046023,0.5967111,0.82151556,0.49020743,0.00033510322,351,5948,5,5,2,1,10,2,8,3
"ESS10SCe03",10,"3.0","30.06.2023",10297,"DE",1.0046023,0.87749135,0.82151556,0.72087276,0.00033510322,373,5991,1,5,2,2,4,2,5,3
"ESS10SCe03",10,"3.0","30.06.2023",10302,"DE",1.0046023,1.1117501,0.82151556,0.91332,0.00033510322,376,5999,99,99,1,1,10,2,0,4
"ESS10SCe03",10,"3.0","30.06.2023",10310,"DE",1.0046023,0.72117144,0.82151556,0.59245354,0.00033510322,374,5993,7,2,1,1,10,1,7,5
"ESS10SCe03",10,"3.0","30.06.2023",10311,"DE",1.0046023,0.64649296,0.82151556,0.531104,0.00033510322,425,6097,4,4,3,2,8,2,5,4
"ESS10SCe03",10,"3.0","30.06.2023",10313,"DE",1.0130444,1.1221987,0.82151556,0.92190367,0.0003323107,368,5982,1,5,3,2,5,3,3,3
"ESS10SCe03",10,"3.0","30.06.2023",10316,"DE",1.0046023,0.7136717,0.82151556,0.5862924,0.00033510322,435,6117,1,5,3,3,5,2,5,2
"ESS10SCe03",10,"3.0","30.06.2023",10321,"DE",1.0046023,0.74493784,0.82151556,0.611978,0.00033510322,376,5998,99,5,2,2,2,3,2,3
"ESS10SCe03",10,"3.0","30.06.2023",10324,"DE",1.0046023,0.6913661,0.82151556,0.56796795,0.00033510322,389,6024,3,4,2,2,5,2,4,4
"ESS10SCe03",10,"3.0","30.06.2023",10325,"DE",1.0046023,2.272559,0.82151556,1.8669425,0.00033510322,384,6014,3,0,2,2,10,2,10,3
"ESS10SCe03",10,"3.0","30.06.2023",10331,"DE",1.0046023,1.1796508,0.82151556,0.9691014,0.00033510322,422,6091,66,5,2,2,5,1,8,4
"ESS10SCe03",10,"3.0","30.06.2023",10336,"DE",1.0046023,0.94073015,0.82151556,0.77282447,0.00033510322,390,6028,99,99,1,1,10,3,5,4
"ESS10SCe03",10,"3.0","30.06.2023",10339,"DE",1.0046023,1.1128476,0.82151556,0.9142216,0.00033510322,364,5975,5,5,2,1,3,2,5,3
"ESS10SCe03",10,"3.0","30.06.2023",10353,"DE",1.0046023,0.87749135,0.82151556,0.72087276,0.00033510322,368,5983,99,6,4,2,0,2,5,3
"ESS10SCe03",10,"3.0","30.06.2023",10355,"DE",1.0046023,0.5749455,0.82151556,0.47232667,0.00033510322,367,5981,99,4,2,1,7,1,6,4
"ESS10SCe03",10,"3.0","30.06.2023",10366,"DE",1.0046023,0.6054377,0.82151556,0.49737647,0.00033510322,392,5940,3,2,1,1,6,2,10,4
"ESS10SCe03",10,"3.0","30.06.2023",10373,"DE",1.0046023,1.128024,0.82151556,0.9266892,0.00033510322,386,6019,5,5,2,2,2,2,6,3
"ESS10SCe03",10,"3.0","30.06.2023",10384,"DE",1.0046023,0.940281,0.82151556,0.77245545,0.00033510322,410,6067,1,2,3,1,5,2,4,4
"ESS10SCe03",10,"3.0","30.06.2023",10389,"DE",1.0046023,1.0996724,0.82151556,0.903398,0.00033510322,404,6054,2,1,2,2,3,2,3,5
"ESS10SCe03",10,"3.0","30.06.2023",10398,"DE",1.0046023,0.9676661,0.82151556,0.79495275,0.00033510322,375,5997,4,2,2,1,8,2,7,4
"ESS10SCe03",10,"3.0","30.06.2023",10402,"DE",1.0046023,1.4953998,0.82151556,1.2284942,0.00033510322,348,6118,66,6,2,2,9,2,7,4
"ESS10SCe03",10,"3.0","30.06.2023",10425,"DE",1.0046023,1.3192402,0.82151556,1.0837764,0.00033510322,388,6023,1,5,3,3,0,3,2,4
"ESS10SCe03",10,"3.0","30.06.2023",10436,"DE",1.0046023,1.1549749,0.82151556,0.9488299,0.00033510322,432,6111,4,3,4,1,8,1,8,3
"ESS10SCe03",10,"3.0","30.06.2023",10448,"DE",1.0046023,1.5439568,0.82151556,1.2683845,0.00033510322,412,6070,99,5,3,3,5,2,5,2
"ESS10SCe03",10,"3.0","30.06.2023",10456,"DE",1.0046023,1.106384,0.82151556,0.9089117,0.00033510322,382,6009,66,10,1,5,0,4,0,4
"ESS10SCe03",10,"3.0","30.06.2023",10458,"DE",1.0046023,0.6025139,0.82151556,0.49497455,0.00033510322,407,6060,5,3,2,1,6,3,8,9
"ESS10SCe03",10,"3.0","30.06.2023",10459,"DE",1.0046023,0.940281,0.82151556,0.77245545,0.00033510322,406,6056,99,5,1,1,5,3,2,3
"ESS10SCe03",10,"3.0","30.06.2023",10466,"DE",1.0046023,1.1796508,0.82151556,0.9691014,0.00033510322,421,6088,1,5,4,2,7,2,4,3
"ESS10SCe03",10,"3.0","30.06.2023",10468,"DE",1.0046023,0.5004426,0.82151556,0.4111214,0.00033510322,392,6031,1,7,4,2,10,1,8,4
"ESS10SCe03",10,"3.0","30.06.2023",10469,"DE",1.0046023,1.175001,0.82151556,0.9652816,0.00033510322,417,6079,4,6,2,1,10,3,5,4
"ESS10SCe03",10,"3.0","30.06.2023",10476,"DE",1.0046023,1.0262389,0.82151556,0.8430712,0.00033510322,366,5979,2,1,2,2,99,2,10,4
"ESS10SCe03",10,"3.0","30.06.2023",10494,"DE",1.0046023,0.6876404,0.82151556,0.5649073,0.00033510322,357,5961,1,5,4,2,9,2,5,3
"ESS10SCe03",10,"3.0","30.06.2023",10497,"DE",1.0046023,0.8984175,0.82151556,0.73806393,0.00033510322,426,6096,3,0,2,1,10,1,5,5
"ESS10SCe03",10,"3.0","30.06.2023",10503,"DE",1.0046023,1.1390778,0.82151556,0.9357701,0.00033510322,390,6026,1,6,2,9,5,9,5,3
"ESS10SCe03",10,"3.0","30.06.2023",10509,"DE",1.0046023,1.1549749,0.82151556,0.9488299,0.00033510322,356,5959,1,5,4,1,3,4,2,1
"ESS10SCe03",10,"3.0","30.06.2023",10510,"DE",1.0046023,0.9107089,0.82151556,0.7481615,0.00033510322,353,5951,1,5,2,2,3,2,5,4
"ESS10SCe03",10,"3.0","30.06.2023",10514,"DE",1.0046023,0.9301661,0.82151556,0.7641459,0.00033510322,427,6099,1,5,3,2,8,2,8,4
"ESS10SCe03",10,"3.0","30.06.2023",10519,"DE",1.0046023,0.940281,0.82151556,0.77245545,0.00033510322,415,6074,4,7,1,1,10,1,5,9
"ESS10SCe03",10,"3.0","30.06.2023",10524,"DE",1.0046023,0.57770383,0.82151556,0.4745927,0.00033510322,349,5944,99,2,2,1,10,1,10,2
"ESS10SCe03",10,"3.0","30.06.2023",10531,"DE",1.0046023,1.0740092,0.82151556,0.8823152,0.00033510322,379,6005,66,99,2,1,99,2,9,4
"ESS10SCe03",10,"3.0","30.06.2023",10534,"DE",1.0046023,1.3280706,0.82151556,1.0910307,0.00033510322,393,6030,2,5,2,1,5,2,5,3
"ESS10SCe03",10,"3.0","30.06.2023",10535,"DE",1.0046023,0.51826745,0.82151556,0.42576477,0.00033510322,358,5952,5,8,1,3,8,2,5,3
"ESS10SCe03",10,"3.0","30.06.2023",10540,"DE",1.0046023,0.7060001,0.82151556,0.57999,0.00033510322,354,5954,1,6,5,9,6,2,3,4
"ESS10SCe03",10,"3.0","30.06.2023",10545,"DE",1.0046023,1.175001,0.82151556,0.9652816,0.00033510322,409,6063,2,0,1,1,8,1,8,3
"ESS10SCe03",10,"3.0","30.06.2023",10559,"DE",1.0046023,1.096538,0.82151556,0.90082294,0.00033510322,365,5976,5,7,2,3,3,3,4,2
"ESS10SCe03",10,"3.0","30.06.2023",10563,"DE",1.0046023,0.55663174,0.82151556,0.45728162,0.00033510322,370,5984,99,99,9,9,99,2,7,3
"ESS10SCe03",10,"3.0","30.06.2023",10565,"DE",1.0046023,0.59646153,0.82151556,0.49000242,0.00033510322,398,6041,66,3,2,1,7,1,10,4
"ESS10SCe03",10,"3.0","30.06.2023",10567,"DE",1.0046023,1.1117501,0.82151556,0.91332,0.00033510322,376,5998,2,2,2,2,5,2,7,3
"ESS10SCe03",10,"3.0","30.06.2023",10572,"DE",1.0046023,0.55506265,0.82151556,0.4559926,0.00033510322,431,6107,2,4,2,1,5,2,8,3
"ESS10SCe03",10,"3.0","30.06.2023",10574,"DE",1.0046023,0.61926,0.82151556,0.5087317,0.00033510322,381,6008,5,4,1,3,7,2,5,3
"ESS10SCe03",10,"3.0","30.06.2023",10582,"DE",1.0046023,1.1623628,0.82151556,0.95489913,0.00033510322,421,6088,66,7,4,2,5,3,2,4
"ESS10SCe03",10,"3.0","30.06.2023",10590,"DE",1.0046023,1.0257374,0.82151556,0.84265924,0.00033510322,391,6029,66,2,1,2,5,3,5,4
"ESS10SCe03",10,"3.0","30.06.2023",10594,"DE",1.0046023,1.1924777,0.82151556,0.979639,0.00033510322,419,6083,3,3,1,2,5,2,5,3
"ESS10SCe03",10,"3.0","30.06.2023",10604,"DE",1.0046023,0.55663174,0.82151556,0.45728162,0.00033510322,361,5967,5,5,4,2,10,1,10,3
"ESS10SCe03",10,"3.0","30.06.2023",10606,"DE",1.0046023,0.9676661,0.82151556,0.79495275,0.00033510322,375,5997,4,2,2,2,7,1,10,5
"ESS10SCe03",10,"3.0","30.06.2023",10607,"DE",1.0046023,0.7986514,0.82151556,0.65610456,0.00033510322,425,6097,4,4,1,1,8,2,9,5
"ESS10SCe03",10,"3.0","30.06.2023",10612,"DE",1.0046023,0.90818644,0.82151556,0.7460893,0.00033510322,415,6074,66,5,3,3,5,2,3,4
"ESS10SCe03",10,"3.0","30.06.2023",10619,"DE",1.0046023,1.7660632,0.82151556,1.4508483,0.00033510322,352,5950,66,1,2,1,5,3,6,3
"ESS10SCe03",10,"3.0","30.06.2023",10621,"DE",1.0046023,1.2055749,0.82151556,0.99039847,0.00033510322,378,6003,2,5,1,2,6,2,5,4
"ESS10SCe03",10,"3.0","30.06.2023",10632,"DE",1.0046023,0.9506078,0.82151556,0.78093904,0.00033510322,376,5999,2,0,1,1,10,1,10,5
"ESS10SCe03",10,"3.0","30.06.2023",10633,"DE",1.0046023,1.0233461,0.82151556,0.8406947,0.00033510322,431,6109,2,5,2,2,5,2,5,3
"ESS10SCe03",10,"3.0","30.06.2023",10634,"DE",1.0046023,1.1128476,0.82151556,0.9142216,0.00033510322,368,5983,1,8,2,1,2,3,0,3
"ESS10SCe03",10,"3.0","30.06.2023",10642,"DE",1.0046023,0.712526,0.82151556,0.5853512,0.00033510322,379,6004,99,3,1,2,2,3,2,3
"ESS10SCe03",10,"3.0","30.06.2023",10643,"DE",1.0046023,1.0996724,0.82151556,0.903398,0.00033510322,415,6074,99,99,2,2,5,2,4,3
"ESS10SCe03",10,"3.0","30.06.2023",10657,"DE",1.0046023,0.940281,0.82151556,0.77245545,0.00033510322,416,6077,99,5,2,1,3,2,3,3
"ESS10SCe03",10,"3.0","30.06.2023",10662,"DE",1.0046023,0.87239486,0.82151556,0.71668595,0.00033510322,382,6009,99,5,1,1,5,3,5,4
"ESS10SCe03",10,"3.0","30.06.2023",10672,"DE",1.0046023,1.4408553,0.82151556,1.183685,0.00033510322,357,5961,6,5,2,2,0,3,0,2
"ESS10SCe03",10,"3.0","30.06.2023",10695,"DE",1.0046023,0.7136717,0.82151556,0.5862924,0.00033510322,357,5960,1,3,4,1,5,3,7,3
"ESS10SCe03",10,"3.0","30.06.2023",10699,"DE",1.0046023,1.0107049,0.82151556,0.83030975,0.00033510322,394,6034,3,2,1,1,5,2,7,4
"ESS10SCe03",10,"3.0","30.06.2023",10700,"DE",1.0046023,2.6298525,0.82151556,2.1604648,0.00033510322,352,5949,2,5,2,2,5,2,8,4
"ESS10SCe03",10,"3.0","30.06.2023",10705,"DE",1.0046023,1.0740092,0.82151556,0.8823152,0.00033510322,379,6004,2,3,1,1,6,3,10,4
"ESS10SCe03",10,"3.0","30.06.2023",10709,"DE",1.0046023,0.9107089,0.82151556,0.7481615,0.00033510322,355,5957,4,0,2,1,7,1,10,5
"ESS10SCe03",10,"3.0","30.06.2023",10713,"DE",1.0046023,0.80880386,0.82151556,0.6644449,0.00033510322,394,6033,2,4,2,2,7,3,5,4
"ESS10SCe03",10,"3.0","30.06.2023",10718,"DE",1.0046023,0.728925,0.82151556,0.5988232,0.00033510322,401,6049,1,5,1,3,10,2,7,3
"ESS10SCe03",10,"3.0","30.06.2023",10719,"DE",1.0130444,0.52262235,0.82151556,0.4293424,0.0003323107,396,6037,2,5,2,2,4,2,7,3
"ESS10SCe03",10,"3.0","30.06.2023",10726,"DE",1.0046023,2.156119,0.82151556,1.7712854,0.00033510322,374,5993,7,10,2,2,10,2,3,4
"ESS10SCe03",10,"3.0","30.06.2023",10738,"DE",1.0046023,1.4953998,0.82151556,1.2284942,0.00033510322,350,5945,2,2,2,2,9,2,9,4
"ESS10SCe03",10,"3.0","30.06.2023",10749,"DE",1.0046023,1.4324855,0.82151556,1.1768091,0.00033510322,385,6016,5,6,2,1,5,4,0,3
"ESS10SCe03",10,"3.0","30.06.2023",10750,"DE",1.0046023,2.5192103,0.82151556,2.0695705,0.00033510322,384,6013,3,3,1,3,5,2,6,3
"ESS10SCe03",10,"3.0","30.06.2023",10761,"DE",1.0046023,0.7368447,0.82151556,0.6053294,0.00033510322,410,6066,1,6,2,2,8,1,3,4
"ESS10SCe03",10,"3.0","30.06.2023",10762,"DE",1.0046023,2.4494004,0.82151556,2.0122206,0.00033510322,404,6054,66,6,2,2,7,3,7,4
"ESS10SCe03",10,"3.0","30.06.2023",10768,"DE",1.0046023,2.943004,0.82151556,2.4177234,0.00033510322,425,6097,66,3,2,2,4,2,6,2
"ESS10SCe03",10,"3.0","30.06.2023",10782,"DE",0.57532686,0.35671702,0.82151556,0.2930486,0.00058513787,366,5978,2,5,2,1,8,1,9,3
"ESS10SCe03",10,"3.0","30.06.2023",10786,"DE",1.0046023,0.728925,0.82151556,0.5988232,0.00033510322,402,6050,2,1,1,2,8,2,6,3
"ESS10SCe03",10,"3.0","30.06.2023",10791,"DE",1.0046023,0.87749135,0.82151556,0.72087276,0.00033510322,372,5990,7,0,2,1,5,3,5,3
"ESS10SCe03",10,"3.0","30.06.2023",10794,"DE",1.0046023,0.7060001,0.82151556,0.57999,0.00033510322,354,5954,5,7,4,1,2,2,7,4
"ESS10SCe03",10,"3.0","30.06.2023",10799,"DE",1.0046023,1.3192402,0.82151556,1.0837764,0.00033510322,388,6022,2,3,1,1,10,1,10,5
"ESS10SCe03",10,"3.0","30.06.2023",10800,"DE",1.0046023,0.6802498,0.82151556,0.5588358,0.00033510322,360,5965,7,7,4,1,2,2,7,4
"ESS10SCe03",10,"3.0","30.06.2023",10805,"DE",1.0046023,1.1549749,0.82151556,0.9488299,0.00033510322,351,5947,66,6,2,2,8,3,3,4
"ESS10SCe03",10,"3.0","30.06.2023",10808,"DE",1.0046023,1.4305772,0.82151556,1.1752414,0.00033510322,387,6020,7,99,9,9,99,9,99,9
"ESS10SCe03",10,"3.0","30.06.2023",10811,"DE",1.0046023,1.1623628,0.82151556,0.95489913,0.00033510322,423,6093,66,3,3,2,4,3,4,9
"ESS10SCe03",10,"3.0","30.06.2023",10812,"DE",1.0046023,0.6602694,0.82151556,0.5424216,0.00033510322,419,6084,3,2,1,1,7,1,8,4
"ESS10SCe03",10,"3.0","30.06.2023",10818,"DE",1.0046023,0.87749135,0.82151556,0.72087276,0.00033510322,367,5981,3,5,1,3,6,3,7,4
"ESS10SCe03",10,"3.0","30.06.2023",10825,"DE",1.0046023,0.728925,0.82151556,0.5988232,0.00033510322,398,6041,3,0,1,1,5,1,10,5
"ESS10SCe03",10,"3.0","30.06.2023",10828,"DE",1.0046023,1.0996724,0.82151556,0.903398,0.00033510322,397,6040,3,4,1,1,8,1,8,4
"ESS10SCe03",10,"3.0","30.06.2023",10829,"DE",1.0046023,0.7210838,0.82151556,0.59238154,0.00033510322,422,6091,5,6,2,1,3,3,5,3
"ESS10SCe03",10,"3.0","30.06.2023",10850,"DE",1.0046023,0.87239486,0.82151556,0.71668595,0.00033510322,381,6008,5,3,3,2,6,2,3,4
"ESS10SCe03",10,"3.0","30.06.2023",10853,"DE",1.0046023,0.940281,0.82151556,0.77245545,0.00033510322,404,6054,66,5,1,2,8,3,7,4
"ESS10SCe03",10,"3.0","30.06.2023",10858,"DE",1.0046023,0.87138426,0.82151556,0.7158557,0.00033510322,381,6006,3,0,1,1,10,1,10,4
"ESS10SCe03",10,"3.0","30.06.2023",10867,"DE",1.0046023,0.9506078,0.82151556,0.78093904,0.00033510322,377,6001,2,5,2,2,3,3,5,4
"ESS10SCe03",10,"3.0","30.06.2023",10869,"DE",1.0046023,0.72343665,0.82151556,0.59431446,0.00033510322,425,6097,4,3,3,1,9,1,8,4
"ESS10SCe03",10,"3.0","30.06.2023",10876,"DE",1.0046023,0.84754056,0.82151556,0.6962677,0.00033510322,362,5970,99,4,3,2,99,3,2,3
"ESS10SCe03",10,"3.0","30.06.2023",10878,"DE",1.0046023,0.61926,0.82151556,0.5087317,0.00033510322,384,6014,1,4,3,2,5,3,5,4
"ESS10SCe03",10,"3.0","30.06.2023",10881,"DE",1.0046023,0.728925,0.82151556,0.5988232,0.00033510322,404,6054,4,1,2,1,9,1,8,5
"ESS10SCe03",10,"3.0","30.06.2023",10883,"DE",1.0046023,1.093447,0.82151556,0.89828366,0.00033510322,430,6106,2,6,2,1,7,2,4,4
"ESS10SCe03",10,"3.0","30.06.2023",10887,"DE",1.0046023,1.1549749,0.82151556,0.9488299,0.00033510322,350,5946,99,5,2,2,5,3,5,4
"ESS10SCe03",10,"3.0","30.06.2023",10888,"DE",1.0046023,0.6338157,0.82151556,0.5206894,0.00033510322,391,6018,2,5,4,1,9,2,7,3
"ESS10SCe03",10,"3.0","30.06.2023",10894,"DE",1.0046023,0.7368447,0.82151556,0.6053294,0.00033510322,406,6058,4,2,2,1,9,1,10,4
"ESS10SCe03",10,"3.0","30.06.2023",10895,"DE",1.0046023,0.59646153,0.82151556,0.49000242,0.00033510322,408,6062,5,5,4,1,5,2,5,3
"ESS10SCe03",10,"3.0","30.06.2023",10904,"DE",1.0046023,0.72343665,0.82151556,0.59431446,0.00033510322,425,6097,1,3,3,9,0,2,0,4
